Date,Type,Price,Landsize,BuildingArea,Rooms,Bathroom,Car,YearBuilt,Distance,Regionname,Propertycount
15/10/2016,u,666300,NA,NA,2,NA,NA,NA,7,Western Metropolitan,6543
15/10/2016,h,1217500,217,NA,3,3,1,2016,7,Western Metropolitan,6543
15/10/2016,h,NA,449,NA,4,2,1,NA,7,Western Metropolitan,6543
15/10/2016,h,610000,94,NA,2,0,0,NA,7,Western Metropolitan,6543
16/04/2016,h,1055000,670,116,3,1,3,1940,7,Western Metropolitan,6543
16/04/2016,t,620000,0,141,3,3,1,2014,7,Western Metropolitan,6543
16/04/2016,h,660000,360,NA,4,1,2,1910,7,Western Metropolitan,6543
16/04/2016,h,681000,446,NA,3,1,1,NA,7,Western Metropolitan,6543
16/04/2016,u,345000,0,47,1,1,1,1970,7,Western Metropolitan,6543
16/04/2016,t,705000,NA,NA,2,NA,NA,NA,7,Western Metropolitan,6543
16/04/2016,h,950000,240,84,3,1,2,1880,7,Western Metropolitan,6543
16/04/2016,h,955000,202,NA,3,1,1,NA,7,Western Metropolitan,6543
16/04/2016,h,822000,539,NA,2,1,3,NA,7,Western Metropolitan,6543
16/07/2016,t,NA,477,NA,3,3,2,NA,7,Western Metropolitan,6543
16/07/2016,h,760000,472,NA,2,1,1,NA,7,Western Metropolitan,6543
16/07/2016,h,1200000,417,157,4,2,2,1900,7,Western Metropolitan,6543
16/07/2016,h,NA,449,450,4,2,1,NA,7,Western Metropolitan,6543
16/07/2016,h,1005000,438,115,3,1,1,1960,7,Western Metropolitan,6543
16/07/2016,h,600000,0,NA,3,1,1,NA,7,Western Metropolitan,6543
17/09/2016,u,381000,0,NA,1,1,1,NA,7,Western Metropolitan,6543
17/09/2016,h,876000,NA,NA,3,NA,NA,NA,7,Western Metropolitan,6543
17/09/2016,h,1150000,482,NA,4,2,2,NA,7,Western Metropolitan,6543
18/03/2017,h,NA,307,126,3,1,0,1930,7,Western Metropolitan,6543
18/03/2017,h,1020000,248,NA,3,1,1,NA,7,Western Metropolitan,6543
18/03/2017,h,1250000,249,NA,3,2,1,NA,7,Western Metropolitan,6543
18/03/2017,h,NA,472,108,3,1,2,1950,7,Western Metropolitan,6543
18/03/2017,h,NA,208,NA,3,1,2,NA,7,Western Metropolitan,6543
18/03/2017,h,1340000,297,175,4,2,0,1900,7,Western Metropolitan,6543
18/03/2017,t,NA,165,NA,2,2,2,NA,7,Western Metropolitan,6543
18/06/2016,h,865000,189,87,3,1,1,1930,7,Western Metropolitan,6543
18/06/2016,h,781500,341,132,3,1,2,1950,7,Western Metropolitan,6543
19/11/2016,h,1401000,306,133,4,1,1,1910,7,Western Metropolitan,6543
19/11/2016,h,630000,168,121,2,2,2,2000,7,Western Metropolitan,6543
22/05/2016,h,NA,301,147,3,2,1,1950,7,Western Metropolitan,6543
22/05/2016,h,1137500,446,244,5,3,4,1950,7,Western Metropolitan,6543
22/08/2016,t,NA,NA,NA,2,NA,NA,NA,7,Western Metropolitan,6543
22/08/2016,h,925000,288,NA,4,1,1,NA,7,Western Metropolitan,6543
22/08/2016,u,676000,NA,NA,2,NA,NA,NA,7,Western Metropolitan,6543
23/04/2016,h,745000,325,NA,3,1,1,NA,7,Western Metropolitan,6543
23/04/2016,h,1158000,411,96,4,1,3,1910,7,Western Metropolitan,6543
23/04/2016,h,867000,195,NA,3,1,1,NA,7,Western Metropolitan,6543
24/09/2016,h,955000,206,173,3,2,2,2006,7,Western Metropolitan,6543
24/09/2016,h,1081000,448,104,3,1,1,1940,7,Western Metropolitan,6543
24/09/2016,h,725000,558,128,3,1,5,1940,7,Western Metropolitan,6543
25/02/2017,h,767000,128,80,2,1,0,1920,7,Western Metropolitan,6543
25/02/2017,h,NA,349,101,3,1,0,1900,7,Western Metropolitan,6543
25/02/2017,h,951000,486,NA,2,1,3,NA,7,Western Metropolitan,6543
25/02/2017,h,1028000,431,NA,4,2,2,NA,7,Western Metropolitan,6543
25/02/2017,h,740000,261,NA,2,1,0,NA,7,Western Metropolitan,6543
25/02/2017,h,1450000,542,211,3,2,2,2016,7,Western Metropolitan,6543
25/02/2017,h,1430000,386,172,3,3,2,1940,7,Western Metropolitan,6543
25/02/2017,h,1275000,229,128,3,1,2,1910,7,Western Metropolitan,6543
26/07/2016,h,1606000,455,178,4,2,3,1890,7,Western Metropolitan,6543
27/06/2016,h,970000,664,NA,4,1,2,1960,7,Western Metropolitan,6543
27/06/2016,h,865000,NA,NA,3,NA,NA,NA,7,Western Metropolitan,6543
27/06/2016,h,780000,435,114,2,1,1,1950,7,Western Metropolitan,6543
27/06/2016,h,NA,360,NA,4,1,2,1910,7,Western Metropolitan,6543
27/06/2016,h,670000,463,119,3,1,1,1950,7,Western Metropolitan,6543
27/06/2016,h,908000,105,NA,3,2,0,1900,7,Western Metropolitan,6543
27/11/2016,h,1380000,235,144,3,2,2,1910,7,Western Metropolitan,6543
27/11/2016,h,966000,456,NA,3,2,2,1970,7,Western Metropolitan,6543
27/11/2016,h,NA,0,NA,4,1,1,NA,7,Western Metropolitan,6543
27/11/2016,u,480500,0,65,2,1,1,1970,7,Western Metropolitan,6543
27/11/2016,h,1520000,261,160,4,2,0,1910,7,Western Metropolitan,6543
27/11/2016,h,845000,494,NA,3,1,2,NA,7,Western Metropolitan,6543
27/11/2016,h,1287000,488,213,5,2,2,1930,7,Western Metropolitan,6543
27/11/2016,h,NA,NA,NA,2,NA,NA,NA,7,Western Metropolitan,6543
28/05/2016,h,980000,463,NA,3,1,2,NA,7,Western Metropolitan,6543
28/05/2016,t,800000,169,150,3,2,1,2007,7,Western Metropolitan,6543
28/05/2016,h,NA,583,NA,4,3,2,2009,7,Western Metropolitan,6543
28/05/2016,h,1460000,463,119,3,1,2,1900,7,Western Metropolitan,6543
28/05/2016,t,NA,91,88,2,1,1,2015,7,Western Metropolitan,6543
28/05/2016,t,NA,121,115,3,1,1,2000,7,Western Metropolitan,6543
28/08/2016,h,840000,470,127,3,1,1,1970,7,Western Metropolitan,6543
28/08/2016,h,900500,208,100,3,1,1,1970,7,Western Metropolitan,6543
28/08/2016,h,850000,201,NA,2,1,1,NA,7,Western Metropolitan,6543
28/08/2016,h,940000,171,146,3,2,2,2007,7,Western Metropolitan,6543
30/07/2016,h,NA,132,NA,1,1,0,NA,7,Western Metropolitan,6543
3/12/2016,u,380000,0,39,1,1,1,1990,9.1,Western Metropolitan,1543
4/3/2017,h,1646000,757,157,4,3,2,1950,9.1,Western Metropolitan,1543
4/6/2016,h,NA,489,142,4,2,2,1940,9.1,Western Metropolitan,1543
7/5/2016,u,442000,0,NA,2,1,1,NA,9.1,Western Metropolitan,1543
7/5/2016,u,470000,976,71,2,1,1,2000,9.1,Western Metropolitan,1543
7/11/2016,h,760000,321,NA,3,1,1,1940,9.1,Western Metropolitan,1543
8/10/2016,h,1346000,559,204,4,2,2,1995,9.1,Western Metropolitan,1543
8/10/2016,h,1300000,528,NA,2,1,5,NA,9.1,Western Metropolitan,1543
10/9/2016,t,935000,217,149,3,2,2,2005,9.1,Western Metropolitan,1543
10/9/2016,h,1175000,NA,NA,3,NA,NA,NA,9.1,Western Metropolitan,1543
10/12/2016,u,845000,NA,NA,3,NA,NA,NA,9.1,Western Metropolitan,1543
10/12/2016,h,3900000,670,375,4,4,4,2010,9.1,Western Metropolitan,1543
11/2/2017,u,1160000,309,NA,3,2,1,2007,9.1,Western Metropolitan,1543
11/2/2017,h,1150000,578,35,4,2,2,2010,9.1,Western Metropolitan,1543
15/10/2016,h,1720000,676,136,1,2,1,1965,9.1,Western Metropolitan,1543
15/10/2016,h,1705000,809,131,2,1,2,1980,9.1,Western Metropolitan,1543
17/09/2016,h,1190000,465,115,3,1,1,1950,9.1,Western Metropolitan,1543
18/03/2017,u,380000,622,NA,2,1,1,1970,9.1,Western Metropolitan,1543
18/03/2017,h,840000,373,NA,2,1,1,NA,9.1,Western Metropolitan,1543
18/06/2016,h,1740000,839,247,5,3,2,1925,9.1,Western Metropolitan,1543
19/11/2016,h,1860000,311,NA,3,2,2,NA,9.1,Western Metropolitan,1543
19/11/2016,h,1195000,496,NA,3,2,2,NA,9.1,Western Metropolitan,1543
19/11/2016,h,1200000,578,35,4,2,2,2010,9.1,Western Metropolitan,1543
22/05/2016,h,NA,701,314,4,3,1,NA,9.1,Western Metropolitan,1543
23/04/2016,h,NA,NA,NA,3,NA,NA,NA,9.1,Western Metropolitan,1543
24/09/2016,u,726000,229,111,3,1,1,1996,9.1,Western Metropolitan,1543
25/02/2017,h,1325000,674,NA,4,2,2,NA,9.1,Western Metropolitan,1543
25/02/2017,t,1300000,593,205,3,3,1,2016,9.1,Western Metropolitan,1543
27/06/2016,h,NA,354,NA,4,3,2,2005,9.1,Western Metropolitan,1543
27/11/2016,u,373000,0,NA,2,1,1,NA,9.1,Western Metropolitan,1543
27/11/2016,h,670000,0,103,2,1,2,1990,9.1,Western Metropolitan,1543
28/05/2016,h,2400000,1315,NA,5,2,2,NA,9.1,Western Metropolitan,1543
28/05/2016,h,1350000,1076,180,4,2,2,1960,9.1,Western Metropolitan,1543
3/12/2016,h,NA,NA,NA,3,NA,NA,NA,9.5,Eastern Metropolitan,790
4/6/2016,t,NA,NA,NA,3,NA,NA,NA,9.5,Eastern Metropolitan,790
6/8/2016,h,773000,626,93,3,1,2,1955,9.5,Eastern Metropolitan,790
8/10/2016,h,890000,NA,NA,2,NA,NA,NA,9.5,Eastern Metropolitan,790
12/11/2016,h,885000,666,NA,3,1,1,NA,9.5,Eastern Metropolitan,790
16/04/2016,h,770000,762,NA,3,1,4,1960,9.5,Eastern Metropolitan,790
18/03/2017,h,NA,661,110,3,1,2,1955,9.5,Eastern Metropolitan,790
18/03/2017,h,676000,NA,NA,3,NA,NA,NA,9.5,Eastern Metropolitan,790
18/03/2017,h,855000,693,NA,2,1,0,NA,9.5,Eastern Metropolitan,790
19/11/2016,h,785000,NA,NA,3,NA,NA,NA,9.5,Eastern Metropolitan,790
22/05/2016,h,645000,631,109,3,1,2,1950,9.5,Eastern Metropolitan,790
24/09/2016,h,780000,NA,NA,2,NA,NA,NA,9.5,Eastern Metropolitan,790
25/02/2017,h,720000,231,145,3,2,1,2012,9.5,Eastern Metropolitan,790
28/05/2016,h,625000,609,93,3,1,2,1950,9.5,Eastern Metropolitan,790
30/07/2016,u,828000,641,NA,3,1,0,NA,9.5,Eastern Metropolitan,790
30/07/2016,u,676000,605,NA,3,1,0,NA,9.5,Eastern Metropolitan,790
3/12/2016,h,1310000,456,144,3,1,2,1950,4.5,Northern Metropolitan,5533
3/12/2016,h,856000,136,151,4,2,2,1997,4.5,Northern Metropolitan,5533
3/12/2016,h,NA,350,NA,3,2,1,NA,4.5,Northern Metropolitan,5533
4/3/2017,u,410000,NA,NA,1,NA,NA,NA,4.5,Northern Metropolitan,5533
4/3/2017,h,580000,0,65,2,1,1,1975,4.5,Northern Metropolitan,5533
4/3/2017,u,675000,0,NA,2,2,1,NA,4.5,Northern Metropolitan,5533
4/3/2017,h,NA,160,223,3,1,0,1970,4.5,Northern Metropolitan,5533
4/3/2017,h,1350000,407,NA,3,1,2,NA,4.5,Northern Metropolitan,5533
4/3/2017,t,940000,213,116,3,1,2,1995,4.5,Northern Metropolitan,5533
4/3/2017,h,930000,138,NA,3,2,2,NA,4.5,Northern Metropolitan,5533
4/3/2017,h,1495000,259,130,3,1,1,1920,4.5,Northern Metropolitan,5533
4/6/2016,t,NA,NA,NA,2,NA,NA,NA,4.5,Northern Metropolitan,5533
4/6/2016,h,1550000,470,191,4,2,2,1940,4.5,Northern Metropolitan,5533
6/8/2016,h,1815000,233,204,4,1,1,1890,4.5,Northern Metropolitan,5533
7/5/2016,h,905500,NA,NA,2,NA,NA,NA,4.5,Northern Metropolitan,5533
7/5/2016,h,1625000,822,145,4,2,2,1890,4.5,Northern Metropolitan,5533
7/5/2016,t,899000,116,124,3,2,1,2007,4.5,Northern Metropolitan,5533
7/5/2016,h,NA,152,100,3,1,1,1910,4.5,Northern Metropolitan,5533
7/11/2016,t,665000,NA,NA,2,NA,NA,NA,4.5,Northern Metropolitan,5533
8/10/2016,h,NA,314,NA,3,1,1,NA,4.5,Northern Metropolitan,5533
8/10/2016,u,435000,197,55,2,1,1,2012,4.5,Northern Metropolitan,5533
8/10/2016,u,570000,0,NA,2,2,1,NA,4.5,Northern Metropolitan,5533
10/9/2016,h,1900000,227,NA,4,2,1,NA,4.5,Northern Metropolitan,5533
10/9/2016,h,1080000,193,101,2,1,0,1890,4.5,Northern Metropolitan,5533
10/12/2016,h,1280000,161,NA,4,2,0,NA,4.5,Northern Metropolitan,5533
10/12/2016,u,656000,0,79,2,1,1,1960,4.5,Northern Metropolitan,5533
11/2/2017,u,570000,1188,NA,2,1,2,2012,4.5,Northern Metropolitan,5533
11/3/2017,h,1290000,468,NA,4,2,2,NA,4.5,Northern Metropolitan,5533
12/11/2016,h,NA,698,NA,3,1,4,NA,4.5,Northern Metropolitan,5533
14/05/2016,u,NA,1769,NA,2,2,1,NA,4.5,Northern Metropolitan,5533
15/10/2016,h,1170000,185,NA,3,2,0,1998,4.5,Northern Metropolitan,5533
15/10/2016,u,370000,0,NA,1,1,1,NA,4.5,Northern Metropolitan,5533
16/04/2016,u,510000,0,NA,2,1,1,NA,4.5,Northern Metropolitan,5533
16/04/2016,h,1574000,336,207,3,3,2,2007,4.5,Northern Metropolitan,5533
16/07/2016,u,665000,0,96,2,1,1,1940,4.5,Northern Metropolitan,5533
17/09/2016,u,590000,0,71,2,2,1,2014,4.5,Northern Metropolitan,5533
17/09/2016,h,1024000,148,NA,2,1,1,NA,4.5,Northern Metropolitan,5533
17/09/2016,h,800000,NA,NA,2,NA,NA,NA,4.5,Northern Metropolitan,5533
18/03/2017,h,1125000,369,NA,3,1,2,NA,4.5,Northern Metropolitan,5533
18/03/2017,u,430000,NA,NA,2,NA,NA,NA,4.5,Northern Metropolitan,5533
18/03/2017,h,1900000,NA,NA,4,NA,NA,NA,4.5,Northern Metropolitan,5533
18/03/2017,h,NA,NA,NA,4,NA,NA,NA,4.5,Northern Metropolitan,5533
18/03/2017,u,390000,0,NA,2,1,1,1970,4.5,Northern Metropolitan,5533
18/06/2016,t,800000,0,NA,3,3,2,NA,4.5,Northern Metropolitan,5533
19/11/2016,h,1679000,326,118,3,2,0,1920,4.5,Northern Metropolitan,5533
19/11/2016,t,1050000,87,151,3,3,2,1998,4.5,Northern Metropolitan,5533
19/11/2016,u,461000,NA,NA,2,NA,NA,NA,4.5,Northern Metropolitan,5533
22/05/2016,h,957000,148,NA,2,1,1,NA,4.5,Northern Metropolitan,5533
22/05/2016,h,825000,213,116,3,1,1,1920,4.5,Northern Metropolitan,5533
22/05/2016,u,621000,NA,NA,2,NA,NA,NA,4.5,Northern Metropolitan,5533
22/08/2016,h,940000,NA,NA,3,NA,NA,NA,4.5,Northern Metropolitan,5533
23/04/2016,h,998000,104,118,3,1,2,2000,4.5,Northern Metropolitan,5533
23/04/2016,t,1010000,0,133,3,2,1,2014,4.5,Northern Metropolitan,5533
24/09/2016,t,985000,NA,NA,2,NA,NA,NA,4.5,Northern Metropolitan,5533
24/09/2016,h,910000,231,NA,3,1,1,1900,4.5,Northern Metropolitan,5533
25/02/2017,h,NA,315,153,3,2,1,1930,4.5,Northern Metropolitan,5533
25/02/2017,u,330000,NA,NA,1,NA,NA,NA,4.5,Northern Metropolitan,5533
27/06/2016,h,1050000,279,122,3,1,1,1900,4.5,Northern Metropolitan,5533
27/06/2016,u,440000,NA,NA,2,NA,NA,NA,4.5,Northern Metropolitan,5533
27/06/2016,u,445000,0,NA,2,1,1,NA,4.5,Northern Metropolitan,5533
27/06/2016,h,970000,213,NA,2,1,1,NA,4.5,Northern Metropolitan,5533
27/11/2016,t,NA,66,80,2,1,1,1980,4.5,Northern Metropolitan,5533
27/11/2016,h,1600000,812,113,3,1,2,1920,4.5,Northern Metropolitan,5533
27/11/2016,h,1325000,190,135,3,2,2,1940,4.5,Northern Metropolitan,5533
28/05/2016,h,NA,464,NA,3,1,3,NA,4.5,Northern Metropolitan,5533
28/05/2016,u,480000,0,NA,2,2,1,NA,4.5,Northern Metropolitan,5533
28/05/2016,u,400000,0,NA,2,1,1,NA,4.5,Northern Metropolitan,5533
28/05/2016,t,NA,85,85,4,2,1,2008,4.5,Northern Metropolitan,5533
28/05/2016,u,570000,0,NA,3,1,1,NA,4.5,Northern Metropolitan,5533
28/05/2016,t,771000,0,NA,2,2,2,NA,4.5,Northern Metropolitan,5533
28/08/2016,h,NA,182,130,3,2,2,2000,4.5,Northern Metropolitan,5533
28/08/2016,t,NA,NA,NA,2,NA,NA,NA,4.5,Northern Metropolitan,5533
28/08/2016,u,290000,NA,NA,1,NA,NA,NA,4.5,Northern Metropolitan,5533
30/07/2016,h,1335000,308,113,3,1,2,1930,4.5,Northern Metropolitan,5533
30/07/2016,u,420000,0,NA,2,1,1,NA,4.5,Northern Metropolitan,5533
30/07/2016,t,805000,0,114,3,1,1,2003,4.5,Northern Metropolitan,5533
30/07/2016,t,892000,0,NA,3,2,1,1995,4.5,Northern Metropolitan,5533
3/12/2016,h,1005000,0,NA,2,1,0,NA,3.5,Northern Metropolitan,438
10/12/2016,h,1231010,225,119,2,1,2,1910,3.5,Northern Metropolitan,438
16/04/2016,h,881000,172,94,2,1,1,1900,3.5,Northern Metropolitan,438
24/09/2016,h,1202500,149,77,2,1,1,1900,3.5,Northern Metropolitan,438
25/02/2017,h,1435000,182,102,3,1,0,1890,3.5,Northern Metropolitan,438
3/12/2016,h,368000,600,NA,3,1,2,NA,14.5,Northern Metropolitan,1889
3/12/2016,h,415000,NA,NA,3,NA,NA,NA,14.5,Northern Metropolitan,1889
3/12/2016,h,455000,766,NA,3,1,1,NA,14.5,Northern Metropolitan,1889
8/10/2016,h,520000,NA,NA,3,NA,NA,NA,14.5,Northern Metropolitan,1889
15/10/2016,h,NA,NA,NA,5,NA,NA,NA,14.5,Northern Metropolitan,1889
17/09/2016,h,500000,NA,NA,3,NA,NA,NA,14.5,Northern Metropolitan,1889
19/11/2016,h,435000,NA,NA,3,NA,NA,NA,14.5,Northern Metropolitan,1889
27/06/2016,h,NA,551,NA,3,1,6,NA,14.5,Northern Metropolitan,1889
3/12/2016,u,735000,3455,NA,3,1,2,NA,1.8,Northern Metropolitan,6786
4/3/2017,h,1460000,99,NA,2,1,0,NA,1.8,Northern Metropolitan,6786
4/6/2016,u,860000,0,109,3,2,1,1994,1.8,Northern Metropolitan,6786
7/5/2016,h,1662000,118,NA,3,1,0,NA,1.8,Northern Metropolitan,6786
7/5/2016,h,1590000,100,106,3,2,2,1900,1.8,Northern Metropolitan,6786
7/5/2016,u,610250,0,72,2,1,1,1994,1.8,Northern Metropolitan,6786
7/5/2016,h,720000,117,71,2,1,1,1890,1.8,Northern Metropolitan,6786
8/10/2016,h,840000,66,81,2,1,0,1900,1.8,Northern Metropolitan,6786
10/12/2016,h,NA,110,143,3,2,0,1880,1.8,Northern Metropolitan,6786
10/12/2016,u,795000,0,NA,2,2,1,NA,1.8,Northern Metropolitan,6786
12/11/2016,u,705000,0,70,2,1,1,2000,1.8,Northern Metropolitan,6786
13/08/2016,u,435000,0,NA,1,1,1,NA,1.8,Northern Metropolitan,6786
13/08/2016,u,660000,NA,NA,2,NA,NA,NA,1.8,Northern Metropolitan,6786
13/08/2016,t,872000,NA,NA,2,NA,NA,NA,1.8,Northern Metropolitan,6786
14/05/2016,h,1630100,132,195,4,2,0,1890,1.8,Northern Metropolitan,6786
14/05/2016,u,480000,0,NA,2,1,1,2012,1.8,Northern Metropolitan,6786
14/05/2016,h,1600000,635,NA,4,2,1,NA,1.8,Northern Metropolitan,6786
14/05/2016,u,500000,0,65,2,2,1,2010,1.8,Northern Metropolitan,6786
15/10/2016,h,920000,121,NA,3,1,0,NA,1.8,Northern Metropolitan,6786
16/04/2016,h,NA,104,75,2,1,1,1880,1.8,Northern Metropolitan,6786
17/09/2016,h,1600000,0,192,3,3,1,NA,1.8,Northern Metropolitan,6786
18/03/2017,h,1010000,101,60,2,1,0,1880,1.8,Northern Metropolitan,6786
18/03/2017,u,875000,0,NA,3,1,1,NA,1.8,Northern Metropolitan,6786
18/03/2017,u,NA,0,NA,2,2,1,NA,1.8,Northern Metropolitan,6786
18/06/2016,h,1170000,144,81,2,1,1,1890,1.8,Northern Metropolitan,6786
18/06/2016,h,1260000,151,NA,4,1,2,NA,1.8,Northern Metropolitan,6786
22/05/2016,u,600000,0,67,2,2,1,2013,1.8,Northern Metropolitan,6786
22/05/2016,u,310000,0,NA,1,1,1,NA,1.8,Northern Metropolitan,6786
22/08/2016,h,1550000,0,192,3,3,1,NA,1.8,Northern Metropolitan,6786
23/04/2016,h,2033000,123,NA,4,2,2,NA,1.8,Northern Metropolitan,6786
23/04/2016,u,NA,0,NA,2,1,1,NA,1.8,Northern Metropolitan,6786
24/09/2016,u,1110000,0,NA,3,2,1,NA,1.8,Northern Metropolitan,6786
25/02/2017,h,2705000,0,NA,4,2,2,NA,1.8,Northern Metropolitan,6786
25/02/2017,h,1616000,152,139,4,1,0,1890,1.8,Northern Metropolitan,6786
27/11/2016,u,585000,0,NA,2,1,1,NA,1.8,Northern Metropolitan,6786
27/11/2016,h,1162000,121,NA,4,1,0,NA,1.8,Northern Metropolitan,6786
28/05/2016,h,NA,224,191,4,2,0,1880,1.8,Northern Metropolitan,6786
28/05/2016,u,589000,0,63,2,1,1,1999,1.8,Northern Metropolitan,6786
28/08/2016,h,2345000,284,NA,4,1,1,NA,1.8,Northern Metropolitan,6786
28/08/2016,h,1117000,128,92,2,1,0,1890,1.8,Northern Metropolitan,6786
28/08/2016,u,400000,NA,NA,2,NA,NA,NA,1.8,Northern Metropolitan,6786
30/07/2016,u,600000,0,NA,2,1,1,NA,1.8,Northern Metropolitan,6786
30/07/2016,h,957000,122,NA,2,1,1,NA,1.8,Northern Metropolitan,6786
3/12/2016,h,4525000,220,279,2,2,1,NA,1.5,Northern Metropolitan,3040
4/6/2016,h,3520000,364,NA,3,2,3,NA,1.5,Northern Metropolitan,3040
8/10/2016,u,740000,0,NA,2,0,0,NA,1.5,Northern Metropolitan,3040
8/10/2016,u,1015000,0,NA,1,1,1,NA,1.5,Northern Metropolitan,3040
8/10/2016,u,1400000,0,NA,2,2,1,NA,1.5,Northern Metropolitan,3040
10/12/2016,u,NA,0,NA,1,1,1,NA,1.5,Northern Metropolitan,3040
11/2/2017,u,NA,0,NA,2,2,2,NA,1.5,Northern Metropolitan,3040
12/6/2016,h,NA,0,NA,3,2,2,NA,1.5,Northern Metropolitan,3040
13/08/2016,u,NA,0,50,1,1,0,1940,1.5,Northern Metropolitan,3040
13/08/2016,h,1450000,NA,NA,3,NA,NA,NA,1.5,Northern Metropolitan,3040
16/07/2016,u,1935000,0,150,2,2,2,2010,1.5,Northern Metropolitan,3040
18/06/2016,h,1475000,179,NA,4,1,1,NA,1.5,Northern Metropolitan,3040
19/11/2016,t,NA,0,147,3,2,1,2006,1.5,Northern Metropolitan,3040
22/05/2016,u,615000,NA,NA,1,NA,NA,NA,1.5,Northern Metropolitan,3040
22/08/2016,u,700000,0,65,2,2,1,1970,1.5,Northern Metropolitan,3040
22/08/2016,u,1155000,NA,NA,3,NA,NA,NA,1.5,Northern Metropolitan,3040
24/09/2016,u,565000,0,NA,1,1,0,NA,1.5,Northern Metropolitan,3040
25/02/2017,u,900000,0,NA,2,1,1,NA,1.5,Northern Metropolitan,3040
25/02/2017,u,630000,0,NA,1,1,1,NA,1.5,Northern Metropolitan,3040
25/02/2017,u,NA,NA,NA,1,NA,NA,NA,1.5,Northern Metropolitan,3040
28/05/2016,u,750000,0,46,1,1,0,1930,1.5,Northern Metropolitan,3040
28/05/2016,u,872000,0,NA,2,0,0,NA,1.5,Northern Metropolitan,3040
28/08/2016,u,765000,0,NA,2,1,1,NA,1.5,Northern Metropolitan,3040
28/08/2016,u,425000,NA,NA,1,NA,NA,NA,1.5,Northern Metropolitan,3040
28/08/2016,h,1560000,NA,NA,3,NA,NA,NA,1.5,Northern Metropolitan,3040
3/12/2016,h,810000,613,NA,3,1,2,NA,9.8,Western Metropolitan,588
4/6/2016,h,1422000,505,335,4,2,2,2013,9.8,Western Metropolitan,588
6/8/2016,h,NA,699,NA,3,2,2,NA,9.8,Western Metropolitan,588
7/5/2016,h,1245000,64,NA,3,1,1,NA,9.8,Western Metropolitan,588
7/5/2016,t,1120000,NA,NA,4,NA,NA,NA,9.8,Western Metropolitan,588
8/10/2016,h,1430000,711,NA,2,1,1,NA,9.8,Western Metropolitan,588
10/9/2016,h,NA,473,NA,3,1,2,NA,9.8,Western Metropolitan,588
10/12/2016,h,1345000,740,201,4,2,2,1950,9.8,Western Metropolitan,588
12/6/2016,h,NA,736,172,3,2,3,1970,9.8,Western Metropolitan,588
12/6/2016,t,800000,242,NA,3,3,2,2013,9.8,Western Metropolitan,588
12/11/2016,h,NA,NA,NA,3,NA,NA,NA,9.8,Western Metropolitan,588
12/11/2016,h,787500,556,105,3,1,1,1940,9.8,Western Metropolitan,588
15/10/2016,h,685000,293,NA,3,1,2,NA,9.8,Western Metropolitan,588
15/10/2016,t,652500,179,160,4,2,1,1995,9.8,Western Metropolitan,588
16/07/2016,h,1300000,616,184,5,2,2,1950,9.8,Western Metropolitan,588
17/09/2016,h,925000,544,NA,3,2,2,NA,9.8,Western Metropolitan,588
18/06/2016,t,730000,0,118,3,2,2,2015,9.8,Western Metropolitan,588
18/06/2016,u,520000,196,NA,2,1,2,1998,9.8,Western Metropolitan,588
19/11/2016,h,1300000,614,316,7,2,2,1970,9.8,Western Metropolitan,588
22/05/2016,h,NA,584,198,4,2,2,1950,9.8,Western Metropolitan,588
22/08/2016,h,810000,368,NA,3,1,2,NA,9.8,Western Metropolitan,588
23/04/2016,t,638500,NA,NA,2,NA,NA,NA,9.8,Western Metropolitan,588
23/04/2016,h,NA,851,187,3,3,1,1940,9.8,Western Metropolitan,588
24/09/2016,t,970000,356,223,3,2,2,2011,9.8,Western Metropolitan,588
25/02/2017,t,NA,NA,NA,3,NA,NA,NA,9.8,Western Metropolitan,588
28/05/2016,h,1110000,470,NA,3,2,2,1968,9.8,Western Metropolitan,588
30/07/2016,h,1115000,688,192,3,1,1,1950,9.8,Western Metropolitan,588
30/07/2016,h,820000,473,NA,3,1,2,NA,9.8,Western Metropolitan,588
3/12/2016,h,670000,587,136,3,1,3,NA,12.4,Northern Metropolitan,5070
3/12/2016,t,NA,910,NA,3,2,0,NA,12.4,Northern Metropolitan,5070
4/2/2016,h,645000,661,NA,3,1,4,NA,12.4,Northern Metropolitan,5070
4/3/2017,h,687000,684,NA,3,1,0,NA,12.4,Northern Metropolitan,5070
4/3/2017,u,333000,97,79,2,1,1,1970,12.4,Northern Metropolitan,5070
4/3/2017,t,455000,738,138,3,2,1,2010,12.4,Northern Metropolitan,5070
4/6/2016,h,NA,NA,NA,3,NA,NA,NA,12.4,Northern Metropolitan,5070
4/6/2016,h,378000,215,100,2,1,1,1990,12.4,Northern Metropolitan,5070
6/8/2016,h,NA,574,93,3,1,2,1960,12.4,Northern Metropolitan,5070
6/8/2016,h,585000,605,103,3,1,1,1960,12.4,Northern Metropolitan,5070
7/5/2016,h,585000,NA,NA,3,NA,NA,NA,12.4,Northern Metropolitan,5070
7/5/2016,h,662000,620,NA,3,2,2,NA,12.4,Northern Metropolitan,5070
7/5/2016,h,615000,650,112,3,1,2,1950,12.4,Northern Metropolitan,5070
7/5/2016,t,500000,NA,NA,3,NA,NA,NA,12.4,Northern Metropolitan,5070
7/11/2016,h,650000,589,NA,3,1,1,1961,12.4,Northern Metropolitan,5070
7/11/2016,h,665000,726,NA,3,1,1,NA,12.4,Northern Metropolitan,5070
